word,C20 Literature vs. C20 Philosophy,C20 Literature vs. C21 Literature,C20 Literature vs. C21 Philosophy,C20 Philosophy vs. C21 Literature,C20 Philosophy vs. C21 Philosophy,C21 Literature vs. C21 Philosophy,wordset
return,0.45111493669706587,-0.08212318805630063,0.4225167183001382,-0.5292124401516815,-0.029164435177054675,0.51281647087445,content
comparison,0.4478913275257728,0.06812153693375063,0.36849053022758455,-0.38859398291026775,-0.07938497754846327,0.293720791271768,content
great,0.44441157434985357,0.20727967652706117,0.8564086335362695,-0.24116775856187778,0.4121026745969822,0.6456407115219386,content
frequently,0.44201410628053545,0.1369281323568856,0.6844740764533351,-0.304782648201077,0.2427351614467972,0.540581829566472,content
found,0.44137850260417555,0.29161059726761707,0.707592944739711,-0.15265823048111501,0.2662429834583116,0.4231169905891865,content
essay,0.4408541196436002,-0.2848621564326548,0.5031461180711084,-0.725433890796731,0.0608324421171718,0.7914139960872837,content
final,0.439723892975654,0.1236250861993548,0.5400733191818091,-0.31982382040909846,0.10082202767532436,0.4248705210300698,content
apparently,0.43913336257396707,0.33587170873330424,0.6302207675697443,-0.1037574773409038,0.19094923008795422,0.2921280681551133,content
contemporary,0.43617173816218635,-0.20438963000056046,0.4169320775351794,-0.6471216557564984,-0.018517881005017008,0.6224503876420131,content
critical,0.43397558143951137,-0.2850890682029259,0.5216038739476978,-0.7235408952623018,0.08639360002226361,0.8053512607201104,content
describes,0.4333257017162525,-0.1403649106500713,0.35560590730009284,-0.5705720877943063,-0.07825235015084898,0.5043607653949064,content
figure,0.43210718863765235,-0.1480936577320675,0.5294493084262833,-0.5833355608873836,0.097279041812354,0.689501679378767,content
image,0.4312478161460182,-0.12519552981152923,0.5445011579731419,-0.5653322998241088,0.1130500649788385,0.6860097036458797,content
note,0.42288280275265994,0.39750275663064605,0.17604628395614225,-0.027195805819510067,-0.24725738756595692,-0.22030311487980414,content
high,0.42135615999297316,0.012592958922541496,0.23728250100486006,-0.4106489112548021,-0.18379593421881155,0.22496724187567774,content
leaves,0.4209671691159264,0.1185972462229832,0.3326857260274544,-0.30030963615046824,-0.0883545713143093,0.2167364270766262,content
himself,0.4134737447803969,0.18145491778851527,0.8011412142608074,-0.23298069785945094,0.38759383001752895,0.6249434625962383,content
places,0.4131128533140128,-0.0036090132120685154,0.4757627086360289,-0.40858411758325736,0.06264985532201608,0.468403380232745,content
particularly,0.4095813034387607,-0.08060864134501393,0.3648162866426377,-0.4923382881175897,-0.044941074384289625,0.44488767764505105,content
mention,0.4077000561565773,0.27439142178600046,0.5683438543051169,-0.14689774678484063,0.16057311777675543,0.2968188780701916,content
earlier,0.40289674921624186,0.09852119414417855,0.39011416861682974,-0.3011094267567273,-0.012816711155421455,0.29134542855674,content
away,0.401800156764748,-0.02959562312609712,0.3955051641299511,-0.4307007659254805,-0.00625870314929671,0.4292274700048646,content
three,0.40174397402816786,0.2450788941989054,0.34907442893188234,-0.15651442230989845,-0.05239841922953176,0.1009786346173996,content
later,0.40050295234250927,0.12725218951060968,0.6007840349140321,-0.26544565134714765,0.20032007232409915,0.4745668798864755,content
influence,0.38977411889249286,0.17449440666509283,0.4949313945293613,-0.23361295771097992,0.10543226890413464,0.32264496330355213,content
brief,0.3807839312569627,0.21573970562498676,0.615952038584966,-0.15102183306072006,0.2351681073280032,0.38880741272861075,content
offers,0.38064392405188435,-0.30606306992116317,0.1758039451829191,-0.6902331248913506,-0.20361655291719874,0.48808672831997474,content
mentioned,0.3783129230381245,0.40967490054562633,0.3381388001058438,0.030181103809435717,-0.03993577835518933,-0.07858370441835866,content
closely,0.37821715729270783,0.18645422524614846,0.4097160533834976,-0.19200108803960933,0.031403784580240325,0.2239673822354118,content
tradition,0.37651175886353583,-0.009684390194375227,0.7217406891423943,-0.3810475784851082,0.34452947467980627,0.7147743546658303,content
noted,0.3748019432312097,0.22263842969534406,0.31920721550719944,-0.15611345051739667,-0.05566798447883578,0.10419811701036708,content
several,0.36551859893194943,0.12361738188201936,0.3674622537366335,-0.2549617763627317,0.0019421428116289429,0.2426715059846955,content
suggests,0.36297008054383895,-0.111576201274543,0.1949492611918558,-0.4712422696603036,-0.1680304776550963,0.3054418345544089,content
felt,0.3533352036834393,0.10897669737799924,0.7941750846463201,-0.2491845018668703,0.4408420175343837,0.692277308264985,content
down,0.34942388176005135,0.002000529387308056,0.4118160238617848,-0.34454361803121397,0.062449305721751676,0.4109483191280082,content
times,0.34649519053701805,0.052570954902488615,0.40854395367409324,-0.2932887126536626,0.06223788680677463,0.356133352539212,content
until,0.3461520098724103,0.14849027386184516,0.5490288047014952,-0.2005942572370868,0.2021627167014949,0.40123618303565023,content
words,0.3453644851065733,0.06987560988364032,0.45013645051547735,-0.27733909821366254,0.10422821517184085,0.3812901150172457,content
behind,0.34090444679609677,-0.10655655115685154,0.2682124676634831,-0.44762222592151035,-0.07302635571984609,0.3730421238385393,content
study,0.33920902732834346,-0.09587932700413096,0.3235967670258982,-0.4408164987165323,-0.015540243372874823,0.42218497503779434,content
word,0.33719065719591007,0.20686639975158896,0.6514981073551152,-0.13164993661298113,0.3142619913782033,0.45690848590077027,content
modern,0.3324778788761706,-0.27094854461730106,0.7202159146944423,-0.6038731118300598,0.38722611613927127,0.9824550670601345,content
interesting,0.3317867407165426,0.31975476642993095,0.24870404009520825,-0.02257023792324214,-0.08281287346727972,-0.06707744456537157,content
especially,0.327884714012844,-0.033731132448934574,0.33347692365800935,-0.3662609360465604,0.005310424972806472,0.3702780733435565,content
back,0.32764943726822116,-0.1512846948274213,0.3178479121025058,-0.48064503146670146,-0.01085347252180708,0.47358591835159014,content
next,0.3262264436524336,0.12857420856494836,0.07189717025314067,-0.20164362104449893,-0.25414833069034554,-0.0511484674232106,content
appears,0.319516112831681,0.16555256904158736,0.3985923640259495,-0.1568329929259763,0.07915663071282088,0.23720901003560624,content
brought,0.317606195578191,0.1237279095212914,0.625189539205412,-0.1924492589382432,0.3075001619265909,0.5062561388818415,content
spirit,0.31725520426220044,0.16199890077030868,0.6447013909160062,-0.16009052685646,0.3269372880145979,0.5073847408882959,content
below,0.31555293497182063,0.1358688628057495,-0.06464153598051531,-0.1763845862074263,-0.37926489348507475,-0.1977391430164625,content
none,0.31473402405903284,0.24993785847329816,0.3636935885886583,-0.06481946474977504,0.04880613387649597,0.11410143421735658,content
long,0.3141738006822126,0.09317666608160229,0.4945208583227412,-0.2250071777690505,0.18010211699285825,0.4052894764121363,content
left,0.311379796520497,0.047172670018233276,0.2954871156135987,-0.26069021400856457,-0.015342725956904437,0.2506736274721414,content
forth,0.3084632608897323,0.2129419025484717,0.515686308967284,-0.08803762833913104,0.20736523191739184,0.2984194052997583,content
hardly,0.30591261811026244,0.29020432388663076,0.652108129417394,-0.00924136387038464,0.3463931333018133,0.36066908303886325,content
shows,0.30308317099593457,0.1637685163250899,0.23106343252169967,-0.14384667780264054,-0.07257138444349563,0.07148513736924594,content
criticism,0.30191376005412934,-0.00950122602810517,0.629836990847199,-0.32086518095698086,0.3253928493972877,0.6422569096664421,content
short,0.3016776835522099,0.0634519518698647,0.3257225446637106,-0.23687911435134806,0.023887723431870476,0.26439516682600617,content
small,0.3010317326307731,0.03875858393103924,0.23646656644058506,-0.26103265346064103,-0.06464959303968756,0.19662779327359584,content
drawn,0.29951738183189797,0.13473585573952257,0.38877740102823316,-0.1634331646690593,0.08923789277126681,0.2627717693884497,content
personal,0.29882820643207364,0.008135976111858295,0.4476332742447885,-0.2791416895319042,0.14887624681250497,0.4309522867457919,content
whose,0.298031088201466,-0.008224245376263753,0.3500862766125706,-0.31268327883089625,0.05212771413480892,0.36281248916321945,content
article,0.2978569440525022,0.043808636683613913,0.47741517748770634,-0.2535099106680696,0.17925782693245335,0.4410977093301539,content
presents,0.2973544402960262,-0.06321953838911133,0.26683981582313193,-0.35261719477238296,-0.03092399821494745,0.3273742398113671,content
come,0.2973267633315068,0.015029601248164687,0.29070361708189163,-0.2839571585378492,-0.0078067734629064965,0.27603215113435087,content
relationship,0.2962251640493246,-0.13909593813797488,0.17511657494123753,-0.4309501936243404,-0.12068708194298994,0.3121550931221602,content
history,0.29491505694978276,-0.2867537899172875,0.5414673270856675,-0.5783937036453743,0.2460744857138913,0.8309490199493687,content
finally,0.2936394007788988,0.102863983479162,0.19591041646283616,-0.19058961148299972,-0.09803523368803774,0.08925878058212426,content
finds,0.2853943662879546,0.06151536744351477,0.5078296762505177,-0.22201613039361648,0.22218498660177619,0.44250648568170664,content
emphasis,0.2840528644474199,-0.07914799202900348,0.49960297473172643,-0.3662846122386016,0.21531566486090722,0.5829021771091439,content
gives,0.2800273492509176,0.2478133446333396,0.2877302711069123,-0.03305133983022844,0.008372696650013733,0.037385574738162015,content
series,0.2782978441850208,-0.05901300966559875,0.42757116160968106,-0.343102669333418,0.14902539470593912,0.4866781360623946,content
full,0.2766512017574074,0.12692674626335404,0.3000443214055507,-0.14862952162197232,0.02345181888599053,0.17870749070070494,content
represents,0.27629115342840016,-0.003997885124721056,0.14291236778140673,-0.2845721002475974,-0.13317460333818046,0.14721756916897313,content
suggested,0.27447846579900015,0.3089594570706567,0.32974910834212984,0.03039008873511285,0.05521958607189963,0.02541450852565182,content
immediately,0.2738485263774702,0.14340600504772072,0.2956911578770291,-0.1251113845790616,0.022037465373224083,0.15825028313707776,content
once,0.27313418806452455,-0.0030218842293045444,0.2884181494541864,-0.27517367850322133,0.01500718082812809,0.28955883029232277,content
appearance,0.27156322074398165,0.17706563113725887,0.41731506593154627,-0.09490965213890631,0.1450940790758663,0.23340133087148904,content
phrase,0.2679375719576127,0.2459360608415577,0.7659420053243059,-0.021254799614563568,0.49805430325673555,0.5270732900531859,content
bear,0.26787514807053353,0.08435575585026421,0.20521301235012748,-0.17321006824764615,-0.06308179550791253,0.11761913107294697,content
familiar,0.266830847292841,0.087742844152366,0.3170314419596214,-0.18510376857705743,0.04969012664708812,0.2366139308931102,content
brings,0.2627603106941627,-0.05015491325793403,0.27317679000667705,-0.30704333133959755,0.010418121505817259,0.3176475102142805,content
appear,0.26054106940240734,0.1287109463428609,0.33741716483996714,-0.13405060890166723,0.07651719228904243,0.20936597958802095,content
offered,0.2595960775415502,-0.06091851224770727,0.20866307021988809,-0.32119951561189103,-0.05166118767553375,0.2652208510501601,content
hope,0.259064705302018,0.10629281986986402,0.3823692846238567,-0.15035382273229525,0.12354975343249844,0.27477421549630776,content
again,0.25883458484659666,0.11844156682254658,0.26412762616223845,-0.1431576515242298,0.005265933593141554,0.14583897919787303,content
suggest,0.258353944759237,0.0109032862907609,0.16298781316147873,-0.2496731648757391,-0.09557489518212041,0.15348822439045268,content
presence,0.2566493449734005,-0.0443291393968397,0.23190451525953576,-0.3088498472548511,-0.025247887959263048,0.2817559225523314,content
sees,0.2554795827572315,0.014626387187999431,0.3543578114561015,-0.24106668678256815,0.09886763436686503,0.3511461402794072,content
possibly,0.25536314278522704,0.3810012872169366,0.28489458704602233,0.11957536331816039,0.030304396684009954,-0.09585462154125665,content
somewhat,0.2538818178326979,0.2730774654247313,0.3849089749239621,0.009847950895232936,0.13103551671374106,0.1155205572353934,content
lies,0.2524394958511954,0.15919029518518615,0.4246760606250676,-0.09916129867279727,0.1722029832771555,0.2667959417959497,content
manner,0.25205243801627686,0.25796669314677545,0.3910470864042143,0.007057285423443986,0.13807631713671156,0.13184647517944356,content
naturally,0.24941880062481722,0.42129873184817124,0.26095580454142836,0.18900072946218935,0.011719395974302974,-0.17593029624934867,content
around,0.24740929740202605,-0.39639204598266403,0.0868213109222112,-0.6485442882469131,-0.16050095362899366,0.4882937184189857,content
life,0.24638831841937128,-0.026610685049860718,0.48608505502269567,-0.27592953810139464,0.24055279781191025,0.5133731940470434,content
likely,0.24628848584477586,0.15916893774097346,0.04818654292646229,-0.09004095766960132,-0.1979819253812673,-0.1108771739926958,content
press,0.24567952145991764,-0.20813596754752267,-1.0165996893630016,-0.4494543718931729,-1.2617735589052066,-0.8067551465733884,content
represented,0.24424360307343193,-0.003910815958310825,0.024057822305982784,-0.2609819404548334,-0.2206303776896925,0.0300469316707249,content
seen,0.24347012854543706,0.050203414138127796,0.2344027663589008,-0.19254094945197187,-0.008974109796939595,0.18300805201509365,content
despite,0.24006020476555368,-0.2974378465791948,-0.00031171102121037807,-0.5392561475953015,-0.24007363213362953,0.29923913662750845,content
historical,0.23872147499692317,-0.2858214807031737,0.506353605674864,-0.5225979527880223,0.26723163736549654,0.7880942664721479,content
refers,0.237437768354177,0.10155709867108491,0.22596446376454243,-0.13494089870997,-0.011317852758513769,0.11794268193042053,content
known,0.23685576224899127,0.23736515223558605,0.3771290538043001,0.0012729461045184979,0.13969320774521024,0.13491006981432582,content
university,0.23551523424585277,-0.10623522506185379,-0.345815560283867,-0.3382192391056153,-0.5812579165972833,-0.24267347654714208,content
entire,0.23214300467241913,-0.0344677963925772,0.3228904383502198,-0.26767163251428583,0.09063748484191181,0.35196232950481915,content
specifically,0.23206781653760417,-0.13808536802852653,-0.05151746360911983,-0.3706890804856548,-0.2834264505406517,0.09026037246855691,content
leave,0.23078389045561082,0.06510066236138058,0.21312931679004135,-0.15767125553189748,-0.01801002381410853,0.14251144249425585,content
among,0.22916636257280557,0.025993716625897518,0.2870517292003823,-0.20623102082677727,0.05824132739960193,0.2612470776729523,content
largely,0.2289736471152033,-0.1079680228654788,0.36245716118420984,-0.34226874068064866,0.1337963982955099,0.4729876054075755,content
never,0.2284949327866278,0.03682546039261414,0.4377567853283923,-0.19116350446566976,0.20908128553570202,0.40263625817850507,content
contains,0.22646986581957257,0.29795264264127325,0.22767760004788898,0.06385518170484394,0.0011645569519355967,-0.06410085990476289,content
lives,0.22639371760746635,-0.17035060494572188,0.23671147248168944,-0.38930476635736805,0.010594332805560814,0.40194972417499714,content
apparent,0.22529421948868444,0.124459143777107,0.23859739280963446,-0.10066732619421188,0.01361901563005121,0.11257233487961005,content
occurs,0.22527884005589766,0.3522742266346817,0.2241555806927206,0.13395838579549832,-0.0010217610145273107,-0.12768030024802438,content
interest,0.224235767131213,0.12031075658945174,0.43202713551612965,-0.1126500020772407,0.20782799892863588,0.3143811167960827,content
third,0.22351091398682474,0.1413340326847249,0.15302979226854005,-0.07517520146101751,-0.07060423378149105,0.009830502666229014,content
produced,0.22348250501610295,-0.14674857201001607,0.2822317045156864,-0.36604822907069845,0.05874919949958343,0.43558094578076134,content
public,0.22231252864827594,-0.24107421504420642,0.5705495921287228,-0.4576235999012805,0.34766184549544565,0.8006950935552974,content
previous,0.22141807015960427,0.05079902617648615,-0.05211851618565491,-0.17695263683081888,-0.27362879724096306,-0.09961121086126604,content
often,0.2206372050506742,-0.068737380883527,0.19986651569207173,-0.2906718911449335,-0.021654973896248007,0.2668319353893108,content
comes,0.2202067215880316,0.007911078084572759,0.0956808241892331,-0.21312722187557154,-0.12460374064145494,0.09151323785309536,content
accounts,0.21700301301806002,-0.11786016076208645,-0.3097607720806778,-0.3406979579297847,-0.5272831582177115,-0.19244228825592902,content
certainly,0.21555235593666525,0.230321301712971,0.39263914333331845,0.015298796048431307,0.17747167014987514,0.16109714802653116,content
major,0.21548578501582846,-0.13200245593108093,0.4272957335145766,-0.34612334908164316,0.21075054675951763,0.5550767886928358,content
ever,0.2154601664437969,0.04353152814055691,0.44672448580813173,-0.1709085195243786,0.23090002012178584,0.39945880035922116,content
indicate,0.2128315644187513,0.289026871768065,0.3359720868008841,0.07328820935276983,0.1219633625623969,0.04944253412723428,content
character,0.2117140623615711,0.16069129620919362,0.3777307576575294,-0.055242658640060824,0.16623778717464288,0.21932893105703896,content
following,0.21163335703954836,0.24685061995727664,0.06873433082804892,0.03316350270555973,-0.14270435852201108,-0.17984829221937668,content
light,0.21082884781986128,0.12471349255745422,0.23270926441161385,-0.08722577910967176,0.02100940689810582,0.10734484776862353,content
suggestion,0.20958288645271422,0.418616540167127,0.22818149603161367,0.20308228403152365,0.018598609578899493,-0.18078625263784984,content
live,0.208580475929779,-0.10991194017756276,0.3453206907977509,-0.32290403035846493,0.13629163716102277,0.45581077916501583,content
together,0.20777513131132158,-0.013390388545303345,0.17958870399663796,-0.2182210705412747,-0.028058232794679682,0.18931168235496176,content
sound,0.20508560626619124,0.015022341407554277,0.28595458684901104,-0.18885159264069062,0.08137771313816225,0.28756279325361334,content
done,0.20496768669432935,0.28989422339362947,0.38475094846020563,0.07882034991185599,0.17978909111913527,0.10282070210447421,content
easily,0.20296851604791016,0.14769704082424695,0.15728274318754779,-0.062101215737696405,-0.04559424346180007,0.009781072698756181,content
longer,0.20159807867534277,-0.10378279691401984,0.23687837258664216,-0.3026778427224542,0.035379585539697625,0.3373565903511568,content
becomes,0.19986825859607027,-0.09315120675154222,0.3799281033638419,-0.29905407606608514,0.17970386321569226,0.4725256163251582,content
used,0.1985411652974815,0.15111710153590102,0.19722197565900038,-0.048593414310152856,-0.000798956773622397,0.05005278598099051,content
side,0.19749387167368626,0.025440494412198426,0.2297874238069533,-0.17660460072452042,0.032637070349890204,0.20786108216050161,content
face,0.19429011053637765,-0.048659307167867816,0.21999820422856023,-0.2329132500171312,0.025963015981880284,0.2563892726425041,content
doubt,0.19305295169986678,0.30667288175369856,0.3647448879634771,0.11611925123345446,0.17164913648743055,0.06032049459672579,content
highly,0.19302744062761593,0.03487183678814871,0.07208723925414944,-0.16259383607503905,-0.12074829090485013,0.03581806755514514,content
stands,0.19193473216685472,0.09134114138808248,0.23597494454411178,-0.09987747307528691,0.04566150759424433,0.14080917084540578,content
towards,0.189780828670294,-0.15743662336614497,0.02997297798487055,-0.33980505800140415,-0.1593842912872805,0.17849588244262174,content
explains,0.18795664896585423,-0.10599879860642258,-0.1764125472996348,-0.29380177086584425,-0.36394993657269153,-0.06831400686121429,content
except,0.18784262267911683,0.2504042891953535,0.5178113926254211,0.06856408781702762,0.32934249979476404,0.2630448877040795,content
offer,0.18781189782641589,-0.17315391494910154,-0.01819999847615028,-0.3641731271251055,-0.2055233930159973,0.15763425702802242,content
main,0.18613504623600094,0.1792358295673257,0.1284645172953555,-0.00814404002708229,-0.0575980590947944,-0.05147081568559142,content
entirely,0.18591677759955608,0.09299039597055113,0.2027833807149598,-0.09131014610828242,0.01629703302555078,0.1087780803521008,content
recent,0.18523222963605077,-0.23972174179847178,0.20082105752788773,-0.42507730422328815,0.016502317447802846,0.4414368657872178,content
already,0.18489833642606435,0.044550685508296745,0.15163479162347313,-0.13825455954849733,-0.03277881492980734,0.1034667177797713,content
addition,0.1845587515469593,0.14846394418424072,0.1048029662352179,-0.03666358438437606,-0.07969884020255374,-0.04033957516927726,content
tell,0.1805599479475181,0.012869893175650498,0.17068687417270947,-0.17764994842069085,-0.01016996609254528,0.15538934781141148,content
upon,0.1792341605776505,0.34773095225422657,0.6276694590629511,0.16309907111850622,0.44818026445420384,0.28677842332838727,content
movement,0.17835584544860847,-0.14913789850395803,0.3055388656461338,-0.3176196609069869,0.12659157654628864,0.45113579332784093,content
evidence,0.17815165845122877,0.29870020208235376,-0.09060120223534561,0.119182525548522,-0.2695151293629012,-0.39165442759520847,content
similar,0.1774528998034841,0.1350001250453821,0.05268115267261932,-0.03802180086932023,-0.12422323442390025,-0.0826407140567944,content
significant,0.17706892240600866,-0.007284877126384228,0.08372812819832101,-0.18667838373443482,-0.09306152440039601,0.09861706173610424,content
unlike,0.17690124840170104,-0.15341315871535618,0.018391502936798566,-0.32879789970778206,-0.1584034599956893,0.1748254435828099,content
toward,0.17672221488509945,-0.07540720708771223,0.3195958267267937,-0.25421612845737457,0.14240771120951898,0.3979546434557716,content
comments,0.17660985911979535,-0.03137012476774916,0.004230551285181173,-0.20678781487022896,-0.17172056725214116,0.03520463412541164,content
turns,0.17635859999938847,-0.1409586056173213,0.014030265004877564,-0.3198767689065652,-0.16291885987740562,0.15954298360079328,content
against,0.1741162183690384,-0.01684946375762895,0.15512810317205805,-0.1889482760089052,-0.01892349555374682,0.17141484272480603,content
attention,0.16839719496460165,-0.08212412876452285,0.2156564906268725,-0.2506209093823648,0.047385224690775544,0.2951467991341228,content
presented,0.16766989158574241,0.02812436406815831,0.02551497922184012,-0.12808131116354354,-0.1420851420046736,-0.01624441368276843,content
rest,0.1654924455630276,0.21328643482235712,0.3691373862846238,0.04281793969255878,0.20366648323227,0.16179965677879485,content
greater,0.1649287276371615,0.16440572678599805,0.2685343267273846,-0.002488699537471167,0.10397385669765258,0.10719053205373777,content
keep,0.16264510498844736,-0.06399416307378147,0.15916446252794422,-0.2280130244116013,-0.0036075029211203205,0.22611375155311259,content
strong,0.15843272104046413,0.13168028267867393,-0.09632669723238126,-0.029145699540995506,-0.2553059250652531,-0.22391780527365832,content
