word,C20 Literature vs. C20 Philosophy,C20 Literature vs. C21 Literature,C20 Literature vs. C21 Philosophy,C20 Philosophy vs. C21 Literature,C20 Philosophy vs. C21 Philosophy,C21 Literature vs. C21 Philosophy,wordset
mean,-0.25125873781224534,-0.045724215453550064,-0.1060480908442704,0.20845651724653616,0.1453998058767125,-0.05953430096578716,content
necessity,-0.2514968693375728,0.08039718173788615,-0.1836846607437042,0.32890630818305255,0.06822880593900076,-0.2484936850230312,content
answer,-0.25211384725187164,0.10425725388445332,-0.2847235223589118,0.36784605104890733,-0.03243200305870849,-0.39578713334113436,content
causes,-0.25460747129171957,0.2004653942396548,-0.24117067896298455,0.44377952920341407,0.013436792328734957,-0.4234769190597368,content
argued,-0.25504664781322084,-0.36212521514074275,-0.48026726361503014,-0.106662692049141,-0.22547226269412785,-0.11516475668191309,content
doing,-0.25583707598513766,-0.20173794486233032,-0.27077258563607437,0.05252799739713639,-0.015283474680198028,-0.06498382159265469,content
fail,-0.2570150107145363,0.042661478763364666,-0.3955952666665734,0.2923281622234062,-0.14818998547071943,-0.4354010653394086,content
reasonable,-0.2602235108030222,0.2490149303934592,-0.3511250420562551,0.5027489544477031,-0.09005423826640112,-0.5848240343038594,content
direction,-0.2610161481941541,0.08507334590668422,-0.047330989827260785,0.32813281575305775,0.21352600660376087,-0.13556517687955227,content
pure,-0.2613852991343101,0.13526268760777774,0.05598942376689104,0.3823196928162805,0.3172242118285404,-0.07968722094777443,content
involved,-0.2617110962776577,-0.052436798000765505,-0.17571412399554873,0.21022939792897902,0.0864163093589405,-0.12969087897181897,content
something,-0.26186569791404296,-0.10799132593734875,-0.26783177160640953,0.15335504322025004,-0.006076007374570233,-0.15933119525807918,content
person,-0.2669254378228265,0.09178367155899593,-0.12981752194072413,0.3523428649960572,0.13706566549542804,-0.22163344433779264,content
identical,-0.2677733895807922,0.27209250970464127,-0.31787638324613776,0.54516742792037,-0.04903906623339675,-0.5895107863199549,content
possibility,-0.2680611392922085,-0.12798979819656317,-0.4029958566281843,0.14116624787003224,-0.13520066334562716,-0.27321702913595003,content
standard,-0.2692150866371727,-0.11515143708099645,-0.5633519734073336,0.16070168616612054,-0.2946117427511381,-0.4521124090780749,content
saying,-0.2699362795117245,0.09265313672562824,-0.11694475821753286,0.3706754969953646,0.154094646527595,-0.21650935351983058,content
acts,-0.2730580773381217,-0.11453927370689886,-0.09192599349565382,0.1573661556700284,0.18033796099769045,0.03053706474515758,content
sort,-0.27406325220457917,0.12949877779189506,-0.1759968966999896,0.3908746861916582,0.09768542816521442,-0.30464495617151865,content
equal,-0.2835906153930164,-0.004383329894887522,-0.28055884550056803,0.2896157463532381,0.0034711514815991768,-0.2826336173770916,content
imply,-0.28516140212596763,0.10154192206507544,-0.24474866221618774,0.3911082115911234,0.04062467411423025,-0.3464714650341748,content
things,-0.28517841309180464,-0.09138975268763211,-0.2263524068965459,0.19340424426797237,0.05899884398752845,-0.1346104063645985,content
term,-0.2888828320282348,-0.17353517318732978,-0.09195451879748283,0.11714179168167534,0.19672944802158238,0.08161974640919349,content
unless,-0.2906388339593693,0.16331636795696933,-0.08787526509227571,0.4580315371152544,0.20312118583135108,-0.25177800701095737,content
negative,-0.29294638872649487,-0.13731743725060788,-0.31669776352672874,0.15190091218102658,-0.02420077887533453,-0.1799927019382937,content
questions,-0.2949123840449697,-0.2204902507838543,-0.19871071446406352,0.06587790457096698,0.09506593182905346,0.023400763340149327,content
wrong,-0.29539186102581744,0.08057612027382133,-0.31374818351585887,0.3822455015868599,-0.018287734525209334,-0.3966895096420252,content
distinct,-0.29636475772862003,-0.10797215721936872,-0.4696423773096975,0.19234132743253324,-0.1732108570467911,-0.36061433129009063,content
hold,-0.2967343284067829,0.01487887804270401,-0.3938045750411426,0.30800814887432754,-0.09627725720270096,-0.40279677716367335,content
constitute,-0.2984010614286521,-0.1380196362669055,-0.279010481071002,0.15722753650929341,0.019887723001450273,-0.13656927374259858,content
claims,-0.3013484087249539,-0.3274513385543165,-0.5740797953400802,-0.028134665127333654,-0.2731567578005915,-0.24558484614959028,content
thing,-0.3031772072178767,-0.05034551647522209,-0.16092617949062063,0.2569833299570746,0.1424385865807586,-0.10893857890873891,content
grounds,-0.3034619680973747,-0.016700265570539295,-0.3851844532500171,0.29393612806602865,-0.08243738332853769,-0.3714510571457168,content
respect,-0.3037443262220302,-0.01661502630825125,-0.39494512740831117,0.2915408086981495,-0.09164155763526458,-0.3821609334185152,content
hence,-0.3052447127338376,0.12877943647472712,-0.3735833342259936,0.4326957388409159,-0.067941504749412,-0.49862075166319,content
define,-0.3059537510179407,-0.16970210822215606,-0.37700112720966217,0.1348978788474018,-0.07090760238981218,-0.20918641811902583,content
types,-0.3062126056931049,0.14978266123148307,-0.2763944251588237,0.45137738561991525,0.030564341380457202,-0.4167457470090552,content
ourselves,-0.3072617206588547,-0.19786598132755973,-0.13953425332666866,0.11596852642759525,0.1661382390954003,0.04434118716908855,content
class,-0.30784054548893036,-0.2627799694760415,-0.1438836577703034,0.046888528557015495,0.16130500996597383,0.11069071912904611,content
differ,-0.3085661800492028,-0.02075567704484614,-0.4406752436858775,0.2800461596682059,-0.13055094582618337,-0.4104911573141799,content
content,-0.31463437662850047,-0.023149790262676467,-0.5595221684551154,0.2831269649189737,-0.24451426812652743,-0.5255770300042536,content
experience,-0.31618427719366415,-0.18250817647087292,-0.15598326167081983,0.13504297679445232,0.1593195749521514,0.026237156922406874,content
required,-0.31688896789111215,-0.0901525456851494,-0.44508188813607713,0.23265974564719152,-0.12850204424557732,-0.3627623244755875,content
individual,-0.3224782706117547,-0.15744664129722155,-0.11579584018002122,0.16826530537887918,0.20598049133655208,0.03851963967049744,content
depend,-0.322581568997586,0.08245134054423699,-0.4705103522476642,0.3969806862237552,-0.14718760538949646,-0.5483437360789999,content
paper,-0.32859229927805145,0.09497188623459728,-0.5072583821600902,0.44265188868379035,-0.17781342450925794,-0.6173927757590238,content
necessary,-0.3291233026167891,0.08220018257452943,-0.2149583379496535,0.4116647552816523,0.11468770934000591,-0.29712008662280737,content
sentence,-0.32965422262802163,0.2501088858073881,-0.2910499151986161,0.5767297004353039,0.03969125636345815,-0.5388588733476329,content
facts,-0.32977803930571964,0.3092699111883981,-0.3124184280637577,0.6422246297326542,0.017221620379242235,-0.6178913113299688,content
maintain,-0.33097869248431894,-0.16610932747526477,-0.26586633311479296,0.16248371815685705,0.0657533437414443,-0.10202067220389138,content
psychological,-0.3339293069120041,-0.016953985693313557,-0.22691778092930637,0.3258908515074638,0.10669996985234498,-0.2102198296249439,content
distinguish,-0.3366414532019843,0.02131514361538286,-0.3592451915409516,0.367362027075136,-0.021186734949265075,-0.39060287834980983,content
reasons,-0.33851631698384615,0.006655344153190895,-0.673518787325166,0.35421792836839266,-0.33476101632282385,-0.6818940851069776,content
determined,-0.3402035673787856,0.051043715187592265,-0.3046913935550453,0.38968132339897765,0.03596597982537305,-0.3483845711716999,content
actions,-0.3508504025885019,-0.07020540532396818,-0.3583337135122636,0.28208946325033485,-0.0072499604635910975,-0.2821125279389677,content
function,-0.3522376417793981,-0.10979481115822814,-0.4128818128746248,0.249604642239486,-0.0606285605211726,-0.3059206284219804,content
ordinary,-0.35571599329025605,-0.013844880348251062,-0.3383554070904598,0.35054156904132694,0.016471210773915543,-0.33415871636911537,content
observation,-0.3563502309618406,0.02604465945325616,-0.1762697016359935,0.3926596808444182,0.17983711159334942,-0.20317419826507466,content
kinds,-0.35825129956543966,-0.25020637235689575,-0.592650391584919,0.11337175104179122,-0.23438937683624697,-0.3463125311230866,content
knowing,-0.3598479648002747,-0.11813058105301776,-0.39581798954289815,0.23572393724996726,-0.03578398264260424,-0.2645237536426368,content
arise,-0.3607375788035499,0.10030137830391302,-0.34629015336452174,0.45852952162225,0.01398352634179973,-0.44607113608542875,content
knowledge,-0.36087863226777633,-0.09866017509274985,-0.4711790245103255,0.2656351464485907,-0.10926346300253541,-0.3715715059044499,content
thinking,-0.36112167458897193,-0.33226227324334073,-0.35943577014925204,0.031084105070467966,0.001914908847488147,-0.030035576094669055,content
universal,-0.36123379005157985,-0.14005426543294333,-0.09623415775826492,0.22870251877770692,0.26405510820272093,0.03767578375001458,content
depends,-0.36202745726119995,-0.059652183853015815,-0.4916306451320321,0.2987430326756807,-0.130216264992695,-0.4253200877302921,content
results,-0.3628631342733765,0.05164253476571231,-0.47372510693978637,0.4110939973488335,-0.11066336265531919,-0.5221191773946823,content
judgment,-0.3643665128622269,0.06611190108534216,-0.23006219300382297,0.4326666109280769,0.13374187009040964,-0.3070667510657331,content
consider,-0.36551003145651134,-0.0834599501141511,-0.5676679628828095,0.2804640268036422,-0.20226666763325768,-0.48189038445098054,content
sufficient,-0.36600643797254906,0.34632829855414504,-0.4700006409784135,0.7036843554549169,-0.10375059899621082,-0.8089044684869956,content
moral,-0.3664079644126504,0.06357374032543853,-0.23417670590383854,0.44152477113705135,0.1322176422304307,-0.30947923171056363,content
activity,-0.36662212970643887,-0.07593792584434073,-0.20578898445555097,0.285962469337063,0.16115785682710632,-0.11888706210537356,content
arguments,-0.3668542135667401,0.006102180094552121,-0.49571970967055434,0.36264845230858056,-0.12907414550459428,-0.49652497307977184,content
cases,-0.36699685960863004,0.14456901912034315,-0.6720358522770237,0.514420072685881,-0.30430566989557817,-0.8147002089565025,content
determine,-0.37072482584019006,0.09910338431912408,-0.42636098801732947,0.4824784240844598,-0.05563616217713947,-0.5361593203198549,content
one's,-0.3721809111935385,-0.10382854458804266,-0.4158716333441843,0.27426314894516596,-0.04352904657217242,-0.309596755732155,content
deny,-0.3725839726350349,0.13340263166304903,-0.37266100005597264,0.4995901892169535,0.0015448663368256624,-0.5037196561654183,content
argue,-0.37603577644428887,-0.4223149224472384,-0.7916360834505469,-0.04163397786525773,-0.4155696127947059,-0.37138463035260355,content
states,-0.37832602809707117,-0.38718613132602786,-0.5670954619728835,-0.011462510737188196,-0.18810040135036896,-0.17181455939423013,content
defined,-0.37857613109552507,-0.18485348789324813,-0.39768666790053864,0.19937444512182076,-0.020686447681925048,-0.22041110531440988,content
value,-0.38088542131058,-0.0923891629621218,-0.32858103838328306,0.2946660494144045,0.05255868787931373,-0.23442737505884456,content
situation,-0.3811882778210178,0.2040562538817236,0.02315304601982756,0.5896258544649337,0.4041292516394594,-0.18018879260432777,content
truth,-0.38356006167172974,0.030549665547065747,-0.4724000702160922,0.41402768762728254,-0.08693090236579656,-0.5055206464232211,content
exists,-0.38447228119945137,0.01319398921834739,-0.37153554346736506,0.4014690883156443,0.011065700093461252,-0.3844983688254319,content
independent,-0.3864513399123515,0.05868323424057406,-0.43635979624124593,0.45087767947131485,-0.04966979679098533,-0.49780653126602786,content
consciousness,-0.38893383890804356,-0.17169825027633612,-0.1348041814189314,0.22417622292077583,0.2534563858812237,0.03567422485327628,content
arises,-0.3893783263535166,0.011027361802070496,-0.3569079580871163,0.40978700696014864,0.03333929769312742,-0.3728140850565619,content
fundamental,-0.3894855723943453,-0.10155222469097382,-0.4330150610972718,0.2945689113136667,-0.04360709556493016,-0.3438772106728899,content
positive,-0.391929886809989,-0.06374629191572852,-0.31372172626271805,0.3268147724410124,0.0778955943235899,-0.25268003464507904,content
namely,-0.39290971171486877,0.020556132922605372,-0.502567252462624,0.42568263626444997,-0.10886490158227816,-0.5309072861465293,content
assumption,-0.3933619985388452,0.19357237423972962,-0.4790307106889566,0.5801403207113326,-0.0847675472300563,-0.6660051917320577,content
conception,-0.3934255697559206,0.17921775882466004,-0.20308834580424334,0.5759217411137361,0.190227003122472,-0.3905928406087093,content
theoretical,-0.39392327396982585,-0.3438044862229632,-0.5756071180050559,0.049170099143037924,-0.18314219642793547,-0.23324166043583064,content
problems,-0.3942857521875643,-0.042087537904410305,-0.28221686312030386,0.3627041075098244,0.11165810445135466,-0.2532998467242337,content
requires,-0.3977563730619914,-0.16107859574368344,-0.5931840897747225,0.24150168771105782,-0.19688586325209628,-0.4363565994370876,content
formal,-0.3984106248289238,-0.1374479773818293,-0.2912327120283937,0.25880131405006473,0.10670072947473708,-0.15495251140647462,content
basic,-0.40200775012149026,0.008304333871124137,-0.4886561462058209,0.4139045443490094,-0.08712551861438518,-0.5054080617952842,content
event,-0.40429894455621856,-0.23199207499267474,-0.3922720735826982,0.17625298352520105,0.011822095473867495,-0.16066121385400262,content
basis,-0.40468462982372005,0.006663314446137227,-0.3144367606334008,0.410626428404968,0.09053084485396527,-0.32815772517441727,content
condition,-0.40807441233595176,-0.0834420600169353,-0.4596679949805003,0.324378177914874,-0.05179253587927746,-0.37311663137562107,content
apply,-0.4137422683434781,0.14565246846186214,-0.4932272919492703,0.5650241995671609,-0.08037904071958067,-0.6379080287740538,content
holds,-0.41481368917168676,-0.040608616202956783,-0.5790712443721655,0.37739715695778914,-0.1649683199836469,-0.5428984977475264,content
practical,-0.41758057716036845,-0.08113869395046554,-0.48920850651391906,0.34098822984834376,-0.07190231102906032,-0.40732062022922527,content
abstract,-0.4191696162592712,-0.14132203601880453,-0.35504428347984046,0.27927268312198666,0.0638176624382144,-0.21573030544515262,content
false,-0.4195673226140737,0.1287248973548428,-0.550021287909486,0.5587609109214284,-0.12946050676255047,-0.6853706071503257,content
doctrine,-0.42361612270326726,0.3066101418044559,0.2930735865606329,0.732274763664638,0.7150997955791303,-0.020150040381043312,content
consequences,-0.42748253488176086,-0.1722430292662909,-0.3570849242128762,0.27220832135079437,0.07156463139231477,-0.2020373519454072,content
existence,-0.4277404588277097,0.06332979415382596,-0.2700188797726252,0.49090914581967365,0.1573909452375339,-0.3365493565952955,content
involves,-0.4378596386718936,-0.12847203054274114,-0.5286709870119918,0.31708933378603416,-0.09014018893970899,-0.4051016758353588,content
values,-0.4406858483633394,-0.1140733400237043,-0.3564890416567089,0.33207289422571856,0.08578265370180368,-0.24888881719994074,content
argument,-0.4431363074128725,0.0018462910617760837,-0.5689897652369337,0.4498448209789709,-0.12538741730650435,-0.5700798955870017,content
rule,-0.44923400337924635,-0.06608350773812699,-0.4847216090615227,0.3875177312388804,-0.034350521298004824,-0.41783525847445574,content
rules,-0.45195741653133076,0.030726343734638777,-0.43014369548764436,0.513148242702484,0.02170010526027699,-0.5021574295466967,content
distinction,-0.4588245754308806,-0.029725329394759626,-0.3338113023799325,0.42782510678060753,0.12453745002583917,-0.3038233076906618,content
objection,-0.4594041721398466,0.49518787309008544,-0.6602017898077994,0.9581256697921532,-0.2007147806612704,-1.1515391655888236,content
require,-0.4595457011568952,-0.1306954116849099,-0.635921379195742,0.3294751779882822,-0.17704045110561797,-0.5081582054712933,content
application,-0.4639857662858122,-0.013496253915972341,-0.31907322482294387,0.4437360211994835,0.1458534921281715,-0.2967612757169605,content
someone,-0.468315961409729,-0.28512424863475877,-0.5972302526294037,0.19905068479097476,-0.12837807630575956,-0.3206234472027101,content
exist,-0.46879007121754834,-0.08229651585801283,-0.4567674429779769,0.40180216410784475,0.012669789215369683,-0.38035173416664925,content
ought,-0.4707245413407059,0.1269748970069022,-0.37497473130760267,0.613575460987513,0.09588277493697707,-0.5206462335583307,content
analysis,-0.47262791044826746,-0.20659247742161074,-0.33460379002761614,0.2673568702180026,0.13804369675907205,-0.12899147580776998,content
considerations,-0.4749247987282753,0.21014174526580168,-0.6062955528164937,0.6968618332264247,-0.13096954097554367,-0.8286283670141609,content
justified,-0.47811262133290394,0.15573055689900897,-0.7213532578449335,0.6424306063270084,-0.24219352933009167,-0.8829039034114411,content
alternative,-0.4809482528490562,-0.3132592301285378,-0.58495386481609,0.17198198925372687,-0.10388379582822278,-0.2684173941386575,content
claim,-0.4840328939973917,-0.2473547154745104,-0.7216139979718235,0.23782801630969472,-0.2380869407378406,-0.4744911643914046,content
functions,-0.48474993803421657,-0.24376968976093907,-0.5790328318160994,0.2398624132004553,-0.09444548128485582,-0.3373113426135724,content
solution,-0.48549737455977,0.15362359145871782,-0.35833716875662575,0.6427322701485627,0.12999839846286199,-0.5007849663753493,content
relation,-0.49338532363817217,-0.237603928539597,-0.4410089404842131,0.2520464442014018,0.05211143672188511,-0.20021530953994118,content
relations,-0.49791475735120505,-0.19054906801244603,-0.439813051773207,0.31815292590552297,0.056714494794555384,-0.2596735679260175,content
plausible,-0.4985510557696653,0.15645904674711522,-0.8424822347735849,0.6563305258327234,-0.343854123996447,-0.9958049811565174,content
absolute,-0.5003154963446691,0.10306322527603835,0.029405329198723833,0.5965263729023962,0.5295763796524717,-0.0679988607160509,content
principles,-0.5028232762434852,0.0654966665232282,-0.4165863206895158,0.5749857955097323,0.08775040292380547,-0.4918710880662838,content
suppose,-0.5072397654145822,0.6130905947692115,-0.5491310595135908,1.1171712371931035,-0.04194315631617821,-1.156621586518522,content
problem,-0.508864241578538,0.06690891658565638,-0.4249273319947717,0.5639269757736991,0.08416160129220845,-0.4922659367943825,content
relative,-0.5366669138802924,0.007827294262166927,-0.5373573132575087,0.5418292113958735,-0.0003207642064939301,-0.5438956903880109,content
physical,-0.5419136640452152,-0.22100185395053834,-0.473663711240927,0.32248829926406325,0.06824995280428829,-0.25551394117848103,content
property,-0.5539917151650635,-0.08587422693898568,-0.8448383540030575,0.47443194376638653,-0.29048110508593494,-0.7629757637415794,content
philosophical,-0.5621463203030942,-0.28345660551987945,-0.5471641976724977,0.2746467957305844,0.015041082683537075,-0.26288838397516684,content
perception,-0.5630433254737948,-0.20545800884403154,-0.5851412729530598,0.35478624340993287,-0.02282376011355456,-0.3768871018518341,content
involve,-0.5651498990862378,-0.129580618128176,-0.7203035295617429,0.4338170275515369,-0.15489157782495852,-0.586163527575496,content
system,-0.5656758515060283,-0.11465599206526067,-0.36746132998310405,0.4524395162042323,0.19836863873964608,-0.25879601557953763,content
laws,-0.5749923850811849,0.031212710135805604,-0.5323135179319824,0.6070741834781463,0.0429631469048208,-0.5694939625163546,content
adequate,-0.588419954591896,0.14492527239045921,-0.43965937558346,0.7321134157031325,0.14934892775649716,-0.5804317102315991,content
theory,-0.5892842132082403,-0.1759730536674828,-0.6189493110813442,0.4117344525656255,-0.029837971767801678,-0.44358818699966296,content
object,-0.5893879044430617,-0.1955028622111144,-0.45728876342041724,0.3973383933413077,0.13232058630645546,-0.26537551495245815,content
statements,-0.592953577497446,0.23654241977010412,-0.23478904243096238,0.8309292789159046,0.3592410174303338,-0.4684742833285789,content
philosophy,-0.5963151356345202,-0.18792531208142582,-0.4959483199922004,0.4042052454977902,0.09953324812600133,-0.31134601879607615,content
definition,-0.6024980051044437,0.08429286793687298,-0.3029159413075528,0.6901076683564662,0.30067668875648973,-0.3904457398390862,content
relevant,-0.6079279864804732,-0.11008208485850958,-0.9881733213897749,0.4980916286502648,-0.38214876182307633,-0.8769733213327233,content
scientific,-0.611529994232783,-0.16818449775829314,-0.6734736148564185,0.4338291921104566,-0.06147527526725024,-0.5037739913713791,content
theories,-0.6116805782878341,-0.1750088562877945,-0.8316244171756204,0.44130330154669706,-0.21969307983423172,-0.6624678835175369,content
metaphysical,-0.611680739958037,-0.06351805566965786,-0.7482067869984896,0.5465862825790055,-0.13652604704045262,-0.6838617466549961,content
objective,-0.6190432800078548,0.028611243475179206,-0.4327966543881911,0.6623028137191995,0.18539874643740203,-0.4685738943249995,content
mental,-0.620740101512272,-0.15589065823334836,-0.7404367577678513,0.473692416051179,-0.1208488763529341,-0.5865558455658407,content
principle,-0.6227609995060743,0.051539123585202955,-0.5934993220365419,0.6797280705446166,0.02929390983229599,-0.6453585968408081,content
belief,-0.6238569381414443,-0.03529879287200698,-0.9767255423110635,0.5742323315909169,-0.3524194783768019,-0.9325653373050097,content
justification,-0.6466758989099584,0.20024828244338533,-0.8866266852479445,0.8422105083893302,-0.24065034718333553,-1.0743629842498297,content
concept,-0.6519332630816957,-0.250097532217447,-0.5546574824716736,0.40334458524738037,0.09715909188220316,-0.30430131288589296,content
thesis,-0.6628036531657602,0.009842446495383739,-0.7382908656946503,0.6895448543260784,-0.07546026971125509,-0.7611581896257582,content
conditions,-0.6652709665175331,-0.13413773198387918,-0.6142539765200962,0.5386299462334544,0.05194169580624395,-0.48254734771669305,content
individuals,-0.6696487900966263,-0.3974428037658244,-0.6780573884664844,0.27540876866736497,-0.008678961829527102,-0.29339895138021,content
want,-0.6699265854053441,-0.2618415665311721,-0.2945129761757908,0.41270281984283186,0.3753807431445873,-0.029821966757442742,content
notion,-0.6860666143720584,-0.2817805294994771,-0.6207822800459704,0.396920303746468,0.06455963308866478,-0.3348702438157646,content
reasoning,-0.6913106317450182,-0.042972987620889296,-1.0822534939037545,0.6521921511424069,-0.39091416360996933,-1.034392730948787,content
objects,-0.704752657377161,-0.3315456929586595,-0.765687180623823,0.3744197966228994,-0.06096355449868709,-0.4388750760931602,content
behavior,-0.7194792124017669,-0.1373606846028629,-0.5858682395721939,0.5841662531443197,0.13353993125048214,-0.45209889089091704,content
systems,-0.7630744420826251,-0.3085057535098722,-0.7666705668595862,0.45952777744461953,-0.0037093354443306576,-0.45935833012157345,content
science,-0.7667146513685679,-0.2044051333372189,-0.4622419928331133,0.5791587278817671,0.30498521011563434,-0.27633802790118706,content
logic,-0.7799508768307032,-0.38353816390610956,-0.9066480457862618,0.39971542700707646,-0.12747836209642013,-0.5287989026655756,content
philosophers,-0.7886593253829831,-0.08075908306461611,-0.7210060276366645,0.6997788949970378,0.06766185046487781,-0.6403302581644178,content
logical,-0.8406866747745407,0.07273359750838738,-0.7674813064442085,0.914942090244678,0.07420178176977447,-0.8424867454057543,content
rational,-0.8541659592720877,-0.13763729855033302,-0.9034405606456968,0.7133288818351662,-0.04951578351325835,-0.7580379544454481,content
concepts,-0.8910382966460235,-0.3178103275832163,-0.8494445579778118,0.5876790024252717,0.04121735010176285,-0.5482278287403057,content
beliefs,-0.9182470840980814,-0.18701665166034195,-1.2780907753115642,0.7309084566106868,-0.3607652166530037,-1.0977245904084527,content
properties,-1.0869294189308594,-0.06872923677549808,-1.469664263722549,1.0172418289154075,-0.3827232256481943,-1.3967991280473042,content
empirical,-1.0935342105792616,-0.32879935257832454,-1.089661619363762,0.7816595626402719,0.0037403834663665824,-0.7779723955541542,content
til,2.336642385091467,0.6620021087598676,0.9100339746112802,-1.6740765058671758,-1.426608410480187,0.24746809538698888,non_content
nevermore,2.169111766885207,1.0674437458172128,1.6487321483738318,-1.1016680210679939,-0.5203796185113747,0.5812884025566191,non_content
hoy,1.8155522475435415,1.0508185783288937,2.8040288304726646,-0.7647336692146479,0.988476582929123,1.753210252143771,non_content
uh,1.8143008046500508,0.1238182983765329,1.092822391418959,-1.6904825062735178,-0.7214784132310917,0.9690040930424261,non_content
aye,1.7294284044926589,0.43103417715963604,1.4350426574619854,-1.298394227333023,-0.2943857470306735,1.0040084803023492,non_content
oy,1.7082807400855369,0.6949943846137062,0.816697312311807,-1.0099229319974747,-0.8915834277737301,0.3855937860361188,non_content
offstage,1.7013742849692897,-0.17195913499765703,1.0373366502844699,-1.852779042695093,-0.6640376346848196,1.1887414080102734,non_content
gratis,1.6925185957631697,0.5558924032879442,1.8479756193121708,-1.1366261924752254,0.15545702354900137,1.2920832160242266,non_content
amok,1.6329995612373185,0.674836649588088,1.2100601463558969,-0.9581629116492306,-0.42293941488142184,0.682861476572,non_content
ne'er,1.6242816800705482,0.27708943915944817,,-1.2831894464690201,,,non_content
northward,1.6177259470206273,0.5493102381179119,1.8525785650424194,-1.0684157089027153,0.2348526180217922,1.3032683269245073,non_content
astride,1.5661909003684455,0.5001872455645133,1.3404558311969104,-1.0660036548039322,-0.2257350691715349,0.8402685856323973,non_content
thy,1.54074027023007,0.3770438912990726,2.0787679574143936,-1.1833962116977834,0.5380276871843237,1.687392812598813,non_content
yon,1.516720883163074,0.3540877378040439,1.6770185756774472,-1.1198043307499408,0.16029769251437312,1.2801020232643139,non_content
anon,1.4655065168649195,0.29685638917193174,1.5203069706641612,-1.1509643911550294,0.05480045379924161,1.3485122858932812,non_content
oi,1.4627774873742283,0.6629923031067914,0.9533309556590698,-0.7991986286749336,-0.5094465317151585,0.2897520969597751,non_content
thee,1.4480302268263392,0.3819316359120829,2.0874413937354452,-1.058171615604966,0.6394111669091063,1.6909844485658476,non_content
ye,1.4459616013250767,0.3251914994787555,1.8791115659046793,-1.1750319672335223,0.43314996457960253,1.539327972518018,non_content
ashore,1.3909662314521953,0.3606021077444163,1.244284742815105,-1.0263732113655528,-0.14668148863709032,0.8796917227284624,non_content
ere,1.378789740937148,0.3286055104210577,1.5499658994132428,-1.0189419143693632,0.17117615847609496,1.1901180728454581,non_content
fro,1.3582288469231851,0.4986961856538596,1.7286253221065402,-0.8811680113889955,0.37039647518335506,1.22171740811716,non_content
ya,1.3454617802269149,0.48340260187779605,2.0019505066971797,-0.8610553976878587,0.6564887264702649,1.5344208760469118,non_content
o'er,1.326145926658342,0.4775086034829695,2.602310047748354,-0.8226366959458031,1.276164121090012,2.0988008170358152,non_content
boo,1.3190889209139052,-0.4338114521781263,0.02131455121409898,-1.7529003730920316,-1.2977743696998063,0.6362561631159898,non_content
soonest,1.309694086517672,0.007604007518310449,,-1.3020900789993615,,,non_content
headlong,1.260826521433434,0.2229033537298409,1.3807312454750742,-1.037923167703593,0.11990472404164024,1.1578278917452332,non_content
aloft,1.25652321043362,0.2258576755089398,1.3742214239716193,-1.0134425988362765,0.11447670028910885,1.1279192991253852,non_content
ie,1.213888522194663,0.8589946090216349,0.9770768991673089,-0.34495296592468483,-0.23681162302735406,0.13879031084361657,non_content
verbatim,1.2059331894867142,0.22944856723135315,1.122306145620994,-0.9738954956164518,-0.08534730745425906,0.8885481881621926,non_content
thine,1.198569028702068,0.32514117391334674,1.5658056093387285,-0.8747867539873221,0.3672365806366604,1.246186406856927,non_content
overseas,1.1703241876860062,-0.3100034863500854,1.2112064532560192,-1.6727403796387832,-0.007055643096487111,1.5212099396061047,non_content
thou,1.1695194299091056,0.39475388291609786,1.8080681862645969,-0.7838612174390144,0.6385487563554914,1.406724253906857,non_content
ah,1.1631062874664833,0.6761465427983898,1.255060505929867,-0.4643100834160548,0.09195421846338384,0.5223891246095455,non_content
infra,1.0937778903602835,0.6608981454184463,1.3821552930401118,-0.40748711941232757,0.2883774026798282,0.6958645220921558,non_content
yea,1.0933629984733166,0.3519215215420809,1.4984923197898175,-0.7298364175057271,0.4051293213165007,1.1593392099275988,non_content
ay,1.0827755051891275,0.677929308521676,0.9241467782874513,-0.5849319811556886,-0.15862872690167626,0.2558178487112647,non_content
aboard,1.070266174820452,-0.09870963014087263,0.6580767765490202,-1.2085209250475768,-0.4121893982714319,0.7205483837179872,non_content
sic,1.0664772453793336,0.5862805314185797,1.0698207053171642,-0.49020109898104386,0.003343459937830595,0.48821622449805063,non_content
withal,1.062616556239995,0.557462216901743,1.3531456080454984,-0.5023938095133481,0.2905290518055034,0.7698617132202249,non_content
thru,1.0515296589351604,0.7047231818927545,,-0.3326953151183358,,,non_content
nought,1.0385922161492687,0.6432845207317964,0.8679822504805456,-0.4127367856853765,-0.17060996566872322,0.22039570444355103,non_content
ouch,1.0197678477829129,1.7704189137309903,1.086204735056165,0.7506510659480776,0.06643688727325238,-0.5556143095256645,non_content
circa,1.0194908168631993,0.5019411815778105,1.4109836819841224,-0.49303223307307936,0.39149286512092313,0.8845250981940024,non_content
abouts,1.0168932896847749,0.25172473039855725,0.43293588047084924,-0.7651685592862177,-0.5839574092139257,0.18121115007229205,non_content
backstage,1.0161871884573752,-0.5078992702057267,1.0911025589097056,-1.5240864586631018,0.07491537045233047,1.5990018291154322,non_content
thrice,1.0154638549896349,0.42530076023379804,2.101524989892751,-0.7148899536404636,1.086061134903116,1.6762242296589527,non_content
oh,0.9856590116262308,0.39663176832479846,1.24594105522739,-0.5944396924523733,0.26009428962373937,0.8671394081827667,non_content
