phrase,count,rank
"NML(NML,CC)",2,2858
"NP(NN,EX)",2,2859
"ADJP(NN,NN,PP)",2,2860
"ADVP(NP,IN)",2,2861
"PP(IN,CC,RB)",2,2862
"NP(DT,ADJP,VBZ)",2,2863
"S(LS,NP,VP)",2,2864
"NML(NP,CC)",2,2865
"NP(ADJP,FW,NP)",2,2866
"S(FRAG,CC,S)",2,2867
"ADJP(IN,HYPH,NN)",2,2868
"NP(NN,TO)",2,2869
"NP(NP,VP,ADJP)",2,2870
"NP(JJS,NNS,POS)",2,2871
"NP(VB,VB)",2,2872
"VP(VP,NN)",2,2873
"VP(RB,VP)",2,2874
"PP(IN,NFP,NP)",2,2875
"VP(NN,CC,VBG)",2,2876
"WHADVP(WRB,HYPH,NN)",2,2877
"S(WHADVP,VP)",2,2878
"NP(ADVP,NP,VP)",2,2879
"NP(JJ,JJ,JJ)",2,2880
"SINV(VBP,NP,PP)",2,2881
"NML(NNP,HYPH)",2,2882
"ADJP(JJ,CC,NNP)",2,2883
"FRAG(RB,ADVP)",2,2884
"VP(VBP,PRN,SBAR)",2,2885
"S(SBAR,PP,S)",2,2886
"NP(RBR,PRP$,NN)",2,2887
"VP(NN,NP,SBAR)",2,2888
"NP(NP,NN,RB)",2,2889
"S(SINV,SINV)",2,2890
"SBAR(RB,WHNP,S)",2,2891
"ADVP(NNP,IN)",2,2892
"NP(NNP,IN,NNS)",2,2893
"NP(NNP,IN,NN)",2,2894
"INTJ(NNP,FW)",2,2895
"SBAR(IN,IN)",2,2896
"FRAG(NP,CC,SBAR)",2,2897
"NP(NNP,CC)",2,2898
"VP(CC,VBN,PP)",2,2899
"NML(ADJP,NNS)",2,2900
"VP(VB,ADJP,NN)",2,2901
"VP(ADJP,VBN,PP)",2,2902
"NP(UH,DT,NN)",2,2903
"PP(PP,CC)",2,2904
"NML(NP,NN)",2,2905
"VP(VBG,X)",2,2906
"FRAG(ADJP,NP)",2,2907
"VP(ADJP,PP)",2,2908
"VP(VBZ,PP,WHNP)",2,2909
"SQ(VBD,NP,SBAR)",2,2910
"NP(DT,NN,NFP)",2,2911
"ADVP(IN,RBR)",2,2912
"VP(VB,INTJ,PP)",2,2913
"NP(NNP,WRB)",2,2914
"NP(CD,VBZ)",2,2915
"VP(VB,LS,PP)",2,2916
"PP(VBG,WHPP)",2,2917
"SINV(NP,VP,NP)",2,2918
"VP(VBZ,HYPH,S)",2,2919
"NP(DT,PP,NN)",2,2920
"VP(ADJP,CC,VP)",2,2921
"S(ADVP,NFP,VP)",2,2922
"NP(RB,DT,RB)",2,2923
"S(S,ADJP,PP)",2,2924
"NP(DT,ADJP,VBN)",2,2925
"CONJP(VB,JJ)",2,2926
"NP(NP,ADVP,JJ)",2,2927
"NP(DT,NP,NNP)",2,2928
"SBARQ(WHADVP,RB,VP)",2,2929
"NP(IN,NNP,NNP)",2,2930
"SBAR(WHNP,CC,SBAR)",2,2931
"NP(ADVP,VB)",2,2932
"CONJP(RB,TO,VP)",2,2933
"ADJP(ADJP,ADJP,NN)",2,2934
"FRAG(NP,NP,PP)",2,2935
"NML(JJ,NNP,NNP)",2,2936
"SBAR(NP,VP)",2,2937
"NP(NP,NP,INTJ)",2,2938
"NP(DT,RBS,JJ)",2,2939
"CONJP(IN,RB,RB)",2,2940
"VP(VB,PRN,PP)",2,2941
"WHNP(WHNP,NN)",2,2942
"SQ(ADVP,WHNP,SQ)",2,2943
"FRAG(INTJ,FW,NP)",2,2944
"VP(FW,NP,VP)",2,2945
"NP(VP,FW,FW)",2,2946
"VP(VBZ,VP,S)",2,2947
"ADJP(JJ,CC,NNS)",2,2948
"PP(IN,PP,S)",2,2949
"PP(IN,SINV)",2,2950
"PRN(FW,NP)",2,2951
"SBAR(IN,UH)",2,2952
"VP(VBZ,NN,NN)",2,2953
"NP(DT,NN,ADVP)",2,2954
"NML(NNS,CC)",2,2955
"S(S,NP,PP)",2,2956
"SBARQ(WHADVP,PP,SQ)",2,2957
"SQ(MD,VP,VP)",2,2958
"ADVP(DT,NN,WHADVP)",2,2959
"NP(DT,S,NN)",2,2960
"S(CC,S,SBAR)",2,2961
"VP(VBN,RB,PP)",2,2962
"ADJP(JJ,CC,FW)",2,2963
"VP(POS,NNP)",2,2964
"NP(JJR,POS)",2,2965
"S(NP,NNS)",2,2966
"NP(PRP,HYPH,NN)",2,2967
"SINV(VBZ,NP,PP)",2,2968
"NP(HYPH,NNS)",2,2969
"VP(VBZ,ADVP,UCP)",2,2970
"ADJP(VBN,CC,NN)",2,2971
"NP(NN,CC,S)",2,2972
"PP(RB,ADVP)",2,2973
"PP(IN,CC,JJ)",2,2974
"ADVP(JJ,HYPH,RB)",2,2975
"WHNP(WHNP,WHNP,NN)",2,2976
"VP(RB,VBG)",2,2977
"NP(DT,HYPH,JJ)",2,2978
"SBARQ(CC,SQ)",2,2979
"VP(MD,NP,S)",2,2980
"VP(VBN,S,VP)",2,2981
"ADVP(NN,HYPH,UH)",2,2982
"WHNP(WP$,NP)",2,2983
"PRN(PP,NP)",2,2984
"NP(PRP,NNPS)",2,2985
"ADJP(IN,ADJP)",2,2986
"VP(VB,CC,ADVP)",2,2987
"NML(NML,HYPH,NP)",2,2988
"UCP(S,CC,PP)",2,2989
"ADVP(JJS,PP)",2,2990
"WHNP(WHADVP,NN)",2,2991
"NP(VBN,NML,NN)",2,2992
"VP(FW,ADVP,PP)",2,2993
"FRAG(PP,WHADVP,SQ)",2,2994
"NP(NN,FW,FW)",2,2995
"VP(VBD,VP,SBAR)",2,2996
"S(CC,PP,SBAR)",2,2997
"ADVP(JJ,CC,JJS)",2,2998
"NP(DT,ADJP,FW)",2,2999
"VP(VBZ,WHNP,SBAR)",2,3000
"FRAG(ADVP,SBARQ)",2,3001
"SINV(VP,NP,PP)",2,3002
"ADJP(RB,IN,PP)",2,3003
"NML(NNP,HYPH,JJ)",2,3004
"ADJP(JJ,DT)",2,3005
"ADJP(ADJP,JJR)",2,3006
"SINV(PP,VBZ,NP)",2,3007
"QP(RB,RB,JJ)",2,3008
"SQ(MD,ADVP,VP)",2,3009
"ADJP(ADJP,ADJP,JJ)",2,3010
"ADJP(RB,RB,S)",2,3011
"NP(NP,CONJP,NNS)",2,3012
"S(CC,SBAR,SBAR)",2,3013
"VP(NN,ADVP,VP)",2,3014
"NP(DT,PRP,NN)",2,3015
"NP(NN,CC,MD)",2,3016
"S(S,CC,ADJP)",2,3017
"ADVP(ADVP,IN,NP)",2,3018
"NP(NNS,FW)",2,3019
"NP(SYM,NNP)",2,3020
"NML(NNP,CC)",2,3021
"NML(NN,CC,DT)",2,3022
"SBAR(WDT,NP)",2,3023
"SINV(SQ,CC,SQ)",2,3024
"VP(VB,NP,NNS)",2,3025
"VP(VBD,PRN,NP)",2,3026
"NML(JJ,NN,NNS)",2,3027
"NP(NP,S,PP)",2,3028
"ADJP(JJ,PP,S)",2,3029
"NP(LST,FW)",2,3030
"VP(NN,NNS)",2,3031
"SQ(ADVP,WHADVP,SQ)",2,3032
"VP(PP,ADVP,VP)",2,3033
"PP(CONJP,NP)",2,3034
"FRAG(NP,CC,S)",2,3035
"VP(VB,VB,NP)",2,3036
"S(ADVP,PP,SQ)",2,3037
"PP(IN,FW,FW)",2,3038
"VP(VBP,INTJ,NP)",2,3039
"VP(VBG,PP,ADJP)",2,3040
"S(NP,NP,ADJP)",2,3041
"NP(S,NP,NP)",2,3042
"ADJP(RB,NN,PP)",2,3043
"NML(NP,NP)",2,3044
"VP(VBZ,IN,NP)",2,3045
"NP(DT,NNS,PP)",2,3046
"SBAR(IN,RB,PP)",2,3047
"WHNP(RB,WDT,NN)",2,3048
"PP(IN,SYM,PP)",2,3049
"ADJP(UH,FW)",2,3050
"VP(FW,NP,ADJP)",2,3051
"FRAG(LST,FW,FW)",2,3052
"S(FRAG,NP)",2,3053
"NP(NP,WHNP,VP)",2,3054
"PRN(NP,FW)",2,3055
"NP(RB,PP)",2,3056
"NP(FRAG,CC,NP)",2,3057
"VP(VBZ,HYPH,PP)",2,3058
"NP(DT,NML,VP)",2,3059
"NP(NNP,HYPH,NNPS)",2,3060
"VP(VBG,INTJ)",2,3061
"NP(NP,NP,SBARQ)",2,3062
"ADJP(CC,RB,JJ)",2,3063
"ADJP(JJ,PP,SBAR)",2,3064
"ADVP(FW,PP)",2,3065
"NP(NP,PRP$,NN)",2,3066
"ADJP(DT,NN)",2,3067
"ADJP(RBS,JJ,SBAR)",2,3068
"NP(JJS,NML,NN)",2,3069
"ADJP(NN,SBAR)",2,3070
"NP(PDT,DT,ADJP)",2,3071
"S(IN,SBAR,VP)",2,3072
"NP(WHNP,NP)",2,3073
"NP(NNS,NNS,FW)",2,3074
"S(ADVP,NN,VP)",2,3075
"VP(JJ,NN)",2,3076
"NP(VBG,HYPH,NNS)",2,3077
"VP(VB,HYPH,VB)",2,3078
"NP(NML,NP,NP)",2,3079
"ADVP(RB,IN,ADJP)",2,3080
"NML(NML,PP,PP)",2,3081
"ADJP(ADVP,RBR,JJ)",2,3082
"VP(VB,WHADVP,PP)",2,3083
"NP(ADJP,VBN)",2,3084
"NP(DT,VBN,ADJP)",2,3085
"PP(JJ,S)",2,3086
"ADJP(RB,NP)",2,3087
"VP(VBD,ADJP,VP)",2,3088
"SBAR(IN,HYPH,S)",2,3089
"FRAG(CC,WHNP)",2,3090
"NP(FW,RB)",2,3091
"QP(RB,RB,DT)",2,3092
"FRAG(CC,PP)",2,3093
"PP(IN,CONJP,NP)",2,3094
"VP(NN,CC,JJ)",2,3095
"S(NP,S,SBAR)",2,3096
"ADVP(RB,IN,SBAR)",2,3097
"SBARQ(WHNP,IN,S)",2,3098
"NP(NML,SBAR)",2,3099
"PP(IN,CC,S)",2,3100
"ADVP(RB,RB,JJR)",2,3101
"SBAR(SBAR,SBAR,SBAR)",2,3102
"VP(VBD,CC,VP)",2,3103
"NP(VB,SBAR)",2,3104
"SBARQ(WHADVP,SBAR,SQ)",2,3105
"NP(NN,NP,NP)",2,3106
"NP(PRP,CC,S)",2,3107
"PP(RB,HYPH,NP)",2,3108
"FRAG(CC,SBAR)",2,3109
"ADVP(ADVP,IN,SBAR)",2,3110
"VP(VP,CONJP,ADJP)",2,3111
"PRN(FW,S)",2,3112
"SBAR(IN,S,S)",2,3113
"S(LST,NP)",2,3114
"ADVP(JJ,UH)",2,3115
"NP(NML,JJ,NNPS)",2,3116
"VP(VBZ,CONJP)",2,3117
"ADVP(NN,CC,RB)",2,3118
"NP(QP,VBG,NNS)",2,3119
"NP(FW,CD)",2,3120
"WHNP(WP,JJR)",2,3121
"VP(ADVP,SBAR)",2,3122
"VP(PP,VBZ,PP)",2,3123
"S(SBAR,VP,VP)",2,3124
"VP(VB,NP,PRN)",2,3125
"ADJP(RB,JJ,NP)",2,3126
"S(SBAR,VP,S)",2,3127
"NP(DT,SYM)",2,3128
"LST(NN,POS)",2,3129
"NP(PP,SBAR)",2,3130
"VP(VBZ,ADJP,PRN)",2,3131
"NP(VBG,NML,NNS)",2,3132
"FRAG(WHNP,NP)",2,3133
"NP(JJ,VBG,NN)",2,3134
"NP(NN,NN,POS)",2,3135
"S(IN,S,VP)",2,3136
"NP(NP,PP,NNP)",2,3137
"NML(NNP,PRP$)",2,3138
"ADJP(NN,CC,VBN)",2,3139
"ADVP(ADVP,UH)",2,3140
"VP(VBG,IN)",2,3141
"VP(CC,VB,NP)",2,3142
"PP(IN,SYM,NP)",2,3143
"PP(ADVP,IN,RB)",2,3144
"VP(VBP,HYPH,NP)",2,3145
"NP(CC,SYM,CC)",2,3146
"NP(RBR,JJ,NNS)",2,3147
"NP(NFP,NN)",2,3148
"PP(IN,PRT)",2,3149
"S(S,FW,NP)",2,3150
"NP(PRP$,NNPS,NNP)",2,3151
"VP(VB,CC,S)",2,3152
"VP(VBZ,INTJ,NP)",2,3153
"ADVP(IN,PDT)",2,3154
"S(PP,PRN,VP)",2,3155
"NP(NP,NNP,POS)",2,3156
"NP(RB,CD,NNS)",2,3157
"ADJP(ADJP,FW,PP)",2,3158
"NP(QP,DT,NN)",2,3159
"CONJP(RB,IN,JJ)",2,3160
"NP(WHNP,VP)",2,3161
"S(SBAR,WHNP,VP)",2,3162
"S(S,S,FW)",2,3163
"ADVP(ADVP,IN,FRAG)",2,3164
"ADVP(UH,ADVP)",2,3165
"NP(NP,NFP)",2,3166
"NML(NNS,HYPH,JJ)",2,3167
"NML(NN,NN,JJ)",2,3168
"NP(ADJP,NN,VBG)",2,3169
"NP(DT,RB,NNS)",2,3170
"ADVP(IN,RB,JJ)",2,3171
"UCP(PP,CC,VP)",2,3172
"ADJP(NP,HYPH,IN)",2,3173
"NP(NP,PP,UCP)",2,3174
"NML(JJ,JJ,NNS)",2,3175
"VP(VBZ,VP,VP)",2,3176
"ADJP(ADVP,VBN,S)",2,3177
"VP(VP,CC,RB)",2,3178
"ADVP(RBR,HYPH,IN)",2,3179
"PP(IN,HYPH,ADVP)",2,3180
"NP(CC,NP,NP)",2,3181
"NP(CD,CC,CD)",2,3182
"NP(CC,NP,VP)",2,3183
"SBARQ(WHADVP,CC,SBAR)",2,3184
"NP(CC,SBAR)",2,3185
"NP(SYM,NN)",2,3186
"S(VP,SYM)",2,3187
"VP(VBN,PP,UCP)",2,3188
"VP(ADVP,VBD,ADVP)",2,3189
"VP(MD,RB,SBAR)",2,3190
"VP(ADJP,VP)",2,3191
"NP(NNP,VBG,NN)",2,3192
"NP(DT,NN,WRB)",2,3193
"NP(DT,NN,RBR)",2,3194
"NP(LST,SBAR)",2,3195
"NP(NP,PRN,NN)",2,3196
"SBAR(SBAR,PRN)",2,3197
"S(CC,ADJP,VP)",2,3198
"VP(NNP,PP)",2,3199
"NP(VB,NNP)",2,3200
"NP(PRP$,VBN)",2,3201
"UCP(PP,CC,ADJP)",2,3202
"VP(TO,VB)",2,3203
"SBAR(FW,NP)",2,3204
"ADJP(NP,HYPH,VBG)",2,3205
"NP(NNP,PRP$,NNP)",2,3206
"ADJP(DT,IN,JJ)",2,3207
"ADJP(JJ,HYPH)",2,3208
"VP(VP,PRN)",2,3209
"ADJP(RB,ADVP,ADJP)",2,3210
"ADVP(RP,NN)",2,3211
"ADVP(ADVP,VBN)",2,3212
"VP(FW,HYPH,NP)",2,3213
"S(VP,FW)",2,3214
"NP(UH,FW)",2,3215
"VP(VP,S,SBAR)",2,3216
"NP(NML,FW,NN)",2,3217
"S(PP,NP,NP)",2,3218
"ADJP(NN,DT)",2,3219
"S(NN,NP,VP)",2,3220
"NML(DT,JJ)",2,3221
"S(SBAR,PP)",2,3222
"VP(VBN,NNP)",2,3223
"ADJP(PP,PP)",2,3224
"SBAR(IN,NN,VP)",2,3225
"S(LS,VP)",2,3226
"ADVP(IN,JJ)",2,3227
"WHNP(WHADJP,PP)",2,3228
"NML(JJR,NNS)",2,3229
"NP(RBS,JJ,NN)",2,3230
"ADVP(FW,FW,NNP)",2,3231
"NP(PDT,DT,NNP)",2,3232
"VP(VP,PP,VP)",2,3233
"NML(NML,VBG)",2,3234
"FRAG(NP,S,NP)",2,3235
"FRAG(INTJ,VP)",2,3236
"VP(VBN,INTJ,PP)",2,3237
"ADJP(FW,FW,S)",2,3238
"NP(DT,DT,NNS)",2,3239
"PRN(S,NN)",2,3240
"ADJP(FW,FW,NNP)",2,3241
"NP(WDT,NN,NN)",2,3242
"NP(NML,JJ,NNP)",2,3243
"VP(VB,NNP)",2,3244
"WHNP(WHPP,PP)",2,3245
"ADJP(RB,DT,JJ)",2,3246
"NP(VP,VP)",2,3247
"ADVP(JJR,IN,JJ)",2,3248
"SINV(VP,S)",2,3249
"UCP(ADVP,CC,NP)",2,3250
"NP(PRP$,NP)",2,3251
"VP(VBG,CC,S)",2,3252
"VP(VBD,PRN,VP)",2,3253
"SINV(VBZ,NP,NP)",2,3254
"NP(DT,NML,POS)",2,3255
"NP(NP,DT,NNS)",2,3256
"NP(DT,NN,DT)",2,3257
"NP(NP,NML,NNPS)",2,3258
"VP(VBZ,NP,FRAG)",2,3259
"ADJP(JJ,NP,PP)",2,3260
"VP(VBG,PRT,ADVP)",2,3261
"S(WHADVP,NP,VP)",2,3262
"FRAG(NP,FW,NP)",2,3263
"NP(FW,NN,NNP)",2,3264
"NP(NN,RP)",2,3265
"SBARQ(SBAR,NP)",2,3266
"ADJP(JJS,CC,JJ)",2,3267
"S(SBARQ,SBAR)",2,3268
"CONJP(RB,RB,RB)",2,3269
"NP(PRP$,UH)",2,3270
"ADJP(ADJP,RB)",2,3271
"NP(DT,NP,NN)",2,3272
"S(PP,NP,S)",2,3273
"NP(NP,INTJ,NN)",2,3274
"S(NP,UCP)",2,3275
"VP(VBN,PRN,NP)",2,3276
"VP(VBD,CONJP,NP)",2,3277
"NP(VP,NP)",2,3278
"VP(VBG,S,NP)",2,3279
"SBAR(IN,RB,DT)",2,3280
"ADJP(JJR,NN)",2,3281
"NP(ADVP,ADJP,NNS)",2,3282
"SBAR(IN,CONJP,SQ)",2,3283
"S(CC,SBAR,NP)",2,3284
"VP(UH,NN)",2,3285
"ADJP(NNP,HYPH,IN)",2,3286
"NP(PRP,NNP,NNP)",2,3287
"SBAR(WHADVP,PRN,S)",2,3288
"SBAR(IN,HYPH,ADJP)",2,3289
"NP(NP,CC,NML)",2,3290
"NP(RB,PRP$,JJ)",2,3291
"QP(CC,RB)",2,3292
"S(S,INTJ)",2,3293
"NP(SBAR,PP)",2,3294
"SINV(UCP,VP,NP)",2,3295
"QP(RB,RB)",2,3296
"WHNP(WHNP,VP)",2,3297
"NP(NP,CC,WHNP)",2,3298
"NP(JJR,NN,RB)",2,3299
"VP(VBZ,SBAR,ADVP)",2,3300
"SBAR(SBAR,SBARQ)",2,3301
"UCP(SBAR,CC,PP)",2,3302
"PP(ADVP,IN)",2,3303
"VP(VBZ,S,ADJP)",2,3304
"ADJP(IN,HYPH,JJ)",2,3305
"NP(NN,JJ,JJ)",2,3306
"NP(NNS,CC,NP)",2,3307
"ADJP(RB,VB)",2,3308
"ADJP(JJR,HYPH,VBN)",2,3309
"PP(IN,FW)",2,3310
"SBARQ(CC,WHNP,SBAR)",2,3311
"ADJP(JJ,CC,VB)",2,3312
"S(S,PP,PP)",2,3313
"NP(NP,LST,NP)",2,3314
"ADJP(NP,RBR)",2,3315
"SBAR(JJ,S)",2,3316
"PP(CONJP,PP,PP)",2,3317
"NP(NP,NN,POS)",2,3318
"FRAG(NP,UH)",2,3319
"NP(CC,RB)",2,3320
"NP(PRP,UH)",2,3321
"FRAG(INTJ,PP)",2,3322
"VP(VBZ,X)",2,3323
"ADJP(ADJP,CC,PRN)",2,3324
"VP(NP,SBAR)",2,3325
"S(S,S,PP)",2,3326
"NML(NML,CC,ADVP)",2,3327
"VP(VB,CC,SBAR)",2,3328
"ADJP(PP,SBAR)",2,3329
"S(SBAR,CC,VP)",2,3330
"ADJP(NN,CC)",2,3331
"ADJP(ADJP,VBN,S)",2,3332
"S(ADVP,VP,S)",2,3333
"NP(NP,NFP,SBAR)",2,3334
"VP(ADVP,NP)",2,3335
"VP(VB,ADJP,PRN)",2,3336
"NP(DT,ADJP,NML)",2,3337
"PRN(CC,NP)",2,3338
"NP(ADJP,DT,JJR)",2,3339
"NP(JJS,JJ,NN)",2,3340
"NP(CC,JJ,NN)",2,3341
"NP(DT,NNS,RB)",2,3342
"S(VP,CC,NP)",2,3343
"ADVP(FW,RB)",2,3344
"NP(NNS,NP)",2,3345
"VP(VBZ,ADJP,NN)",2,3346
"NP(VBN,NML)",2,3347
"ADVP(ADVP,JJR)",2,3348
"NP(CD,VBG,NN)",2,3349
"S(SBARQ,NP)",2,3350
"S(PP,SBAR,S)",2,3351
"LST(FW,FW,FW)",2,3352
"VP(NN,ADVP,NP)",2,3353
"SBAR(PP,SBAR)",2,3354
"NP(IN,PRP)",2,3355
"VP(VBZ,ADVP,VBN)",2,3356
"NP(NN,CC,UH)",2,3357
"NP(RB,SBAR)",2,3358
"NP(NN,VB)",2,3359
"NP(CC,CD)",2,3360
"NP(NP,NNS,SBAR)",2,3361
"NP(RBR,JJ,NN)",2,3362
"ADJP(RB,JJ,DT)",2,3363
"PP(ADVP,NP)",2,3364
"NP(DT,ADJP,ADJP)",2,3365
"NP(DT,NN,WHADVP)",2,3366
"S(S,NP,ADJP)",2,3367
"NP(NNP,ADJP,NN)",2,3368
"SBAR(WHPP,VP)",2,3369
"FRAG(NP,FW)",2,3370
"NP(ADVP,JJR)",2,3371
"NP(NNP,NN,PRP)",2,3372
"SBAR(WHNP,PP,S)",2,3373
"NML(DT,NN)",2,3374
"S(PP,RB,S)",2,3375
"VP(VBP,NN)",2,3376
"WHNP(WDT,NN,RB)",2,3377
"PRN(S,SBAR)",2,3378
"ADJP(RB,ADVP)",2,3379
"QP(DT,CD,CD)",2,3380
"ADJP(RBS,RB,VBN)",2,3381
"NP(NNP,NP,VP)",2,3382
"NP(EX,JJ,NNS)",2,3383
"VP(TO,ADVP,NP)",2,3384
"ADJP(NN,ADJP,NNS)",2,3385
"NP(NP,RB,SBAR)",2,3386
"ADJP(JJR,RB)",2,3387
"LST(NN,NN)",2,3388
"NP(ADJP,RB,NNS)",2,3389
"SBARQ(WHADJP,VP)",2,3390
"NP(PRP$,JJ,JJS)",2,3391
"PP(ADVP,S)",2,3392
"NP(CC,PRP$,NN)",2,3393
"FRAG(NP,PP,VP)",2,3394
"VP(VBD,PRN)",2,3395
"PP(JJ,IN)",2,3396
"INTJ(UH,RB)",2,3397
"VP(NNS,PP,S)",2,3398
"FRAG(ADJP,NP,VP)",2,3399
"S(PP,PRN)",2,3400
"S(SQ,SBAR)",2,3401
"NP(NP,PRN,S)",2,3402
"ADJP(JJ,CONJP,S)",2,3403
"S(NP,ADJP,NP)",2,3404
"VP(NN,NP,NP)",2,3405
"FRAG(CC,RB,PP)",2,3406
"NP(DT,JJ,NP)",2,3407
"VP(VBN,VP,VP)",2,3408
"SBAR(UH,S)",2,3409
"S(PP,NP,NN)",2,3410
"UCP(ADJP,CC,SBAR)",2,3411
"ADVP(NP,RP)",2,3412
"SQ(VBZ,VP,VP)",2,3413
"UCP(NN,CC,NN)",2,3414
"ADJP(ADVP,VP)",2,3415
"NP(NNP,VBN,NN)",2,3416
"SBAR(PP,CC,S)",2,3417
"VP(TO,PP,NP)",2,3418
"ADVP(NP,ADVP)",2,3419
"NP(LS,NNS)",2,3420
"SBAR(WHNP,ADVP)",2,3421
"NP(NN,POS,NN)",2,3422
"ADJP(ADJP,CC)",2,3423
"SBAR(IN,UCP)",2,3424
"VP(VBD,WHNP)",2,3425
"NP(QP,HYPH,NN)",2,3426
"ADJP(JJR,ADVP,PP)",2,3427
"NP(DT,VBG,CD)",2,3428
"PP(IN,RB,PP)",2,3429
"VP(VBZ,FW,SBAR)",2,3430
"NP(NNPS,POS)",2,3431
"ADJP(NP,HYPH,RB)",2,3432
"NP(NP,NNP,SBAR)",2,3433
"NP(NP,CC)",2,3434
"ADVP(RB,HYPH,UH)",2,3435
"NP(FW,NNS,FW)",2,3436
"WHNP(WHNP,RB)",2,3437
"NP(NN,CC,LS)",2,3438
"NP(LS,CC,LS)",2,3439
"ADJP(NP,CC,NP)",2,3440
"NP(IN,JJ)",2,3441
"ADJP(ADVP,ADVP,VP)",2,3442
"ADVP(JJR,IN,NP)",2,3443
"VP(VBN,NN,S)",2,3444
"SBARQ(WHNP,SBAR,VP)",2,3445
"VP(VBN,ADJP,PRN)",2,3446
"VP(NNP,NP,NP)",2,3447
"UCP(NP,CC,ADVP)",2,3448
"NP(RBR,DT,NN)",2,3449
"NML(NP,HYPH,NML)",2,3450
"NP(NML,HYPH,NNS)",2,3451
"SINV(CC,VP,NP)",2,3452
"SBARQ(WHNP,SQ,S)",2,3453
"VP(TO,VP,VP)",2,3454
"NP(RB,CD,NN)",2,3455
"SBARQ(CC,WHADVP,VP)",2,3456
"LST(UH,CC,UH)",2,3457
"NP(UH,NNS)",2,3458
"PP(UH,PP)",2,3459
"SBARQ(SBAR,WHNP,VP)",2,3460
"VP(MD,VP,VP)",2,3461
"NP(EX,DT,NNS)",2,3462
"NP(NP,WHNP,NP)",2,3463
"ADJP(ADJP,CC,RB)",2,3464
"NP(CD,NNP,POS)",2,3465
"VP(VBD,S,NP)",2,3466
"VP(NN,CC,VP)",2,3467
"ADVP(IN,RB,PP)",2,3468
"VP(VBP,PRT,ADVP)",2,3469
"S(ADVP,NP,S)",2,3470
"VP(VBP,NP,WHADVP)",2,3471
"VP(UH,SBAR)",2,3472
"NP(CD,RB)",2,3473
"VP(VBZ,RB,JJ)",2,3474
"CONJP(RB,RB,JJ)",2,3475
"NML(VBG,HYPH,NN)",2,3476
"NP(VB,CC,NN)",2,3477
"PP(IN,IN,PP)",2,3478
"NML(NN,HYPH,DT)",2,3479
"S(DT,VP)",2,3480
"PP(RBR,IN,NP)",2,3481
"ADJP(JJ,PP,ADVP)",2,3482
"ADJP(RB,UH)",2,3483
"NP(PP,NN)",2,3484
"FRAG(ADVP,RB,NP)",2,3485
"VP(VP,RB,ADJP)",2,3486
"VP(VBG,ADJP,S)",2,3487
"FRAG(PP,VP)",2,3488
"NP(DT,NML,VB)",2,3489
"S(PP,PP,PRN)",2,3490
"ADJP(NNP,HYPH,NN)",2,3491
"NP(CD,NNP,NNPS)",2,3492
"ADJP(CC,RBR,JJ)",2,3493
"CONJP(RB,PP)",2,3494
"ADJP(NN,VP)",2,3495
"WHNP(WP$,NML)",2,3496
"CONJP(RB,WRB)",2,3497
"VP(PRP,VP)",2,3498
"S(CC,ADVP,PP)",2,3499
"NP(S,VP)",2,3500
"VP(VBG,HYPH,IN)",2,3501
"NP(NP,CONJP,SBAR)",2,3502
"NP(DT,JJ,UH)",2,3503
"WHNP(WP$,NN,NNP)",2,3504
"NP(PP,NP,VP)",2,3505
"QP(RB,RB,CD)",2,3506
"NP(NP,NP,CC)",2,3507
"ADVP(ADVP,RBR)",2,3508
"FRAG(INTJ,NP,VP)",2,3509
"SBARQ(WHADVP,SQ,SBAR)",2,3510
"VP(MD,RB,S)",2,3511
"PP(ADVP,IN,VP)",2,3512
"NP(NN,PRN)",2,3513
"S(S,VP,PP)",2,3514
"VP(VBZ,UCP,PP)",2,3515
"SQ(CC,MD,NP)",2,3516
"PP(NP,CC,PP)",2,3517
"S(NP,UCP,VP)",2,3518
"ADVP(JJR,IN)",2,3519
"PP(FW,IN,NP)",2,3520
"NP(LST,NP,NP)",2,3521
"S(ADVP,NN)",2,3522
"ADVP(CC,PP)",2,3523
"NML(NP,NNP)",2,3524
"VP(TO,ADVP)",2,3525
"ADJP(FW,FW,PP)",2,3526
"ADVP(FW,NN)",2,3527
"SQ(VBD,NP,PP)",2,3528
"ADJP(DT,HYPH,VBN)",2,3529
"NP(PRP$,JJ,ADJP)",2,3530
"NP(NNS,HYPH,RB)",2,3531
"WHADJP(RB,WDT)",2,3532
"NP(NML,NML)",2,3533
"VP(VBP,PP,PRN)",2,3534
"SBAR(IN,S,SBAR)",2,3535
"VP(JJ,PP,SBAR)",2,3536
"NP(NP,NP,X)",2,3537
"LST(LS,RB)",2,3538
"FRAG(LST,NP)",2,3539
"NP(PRP$,CD,NNPS)",2,3540
"PP(PRN,CC,PP)",2,3541
"ADVP(ADVP,IN)",2,3542
"NP(DT,VBG,RB)",2,3543
"ADJP(ADJP,PRN,SBAR)",2,3544
"NP(NNPS,JJ,NN)",2,3545
"VP(VBZ,NP,SBARQ)",2,3546
"NML(NN,HYPH)",2,3547
"S(NP,FW,FW)",2,3548
"VP(VBZ,WHADVP,SBAR)",2,3549
"NP(CD,CD,NNS)",2,3550
"ADJP(JJ,RBR,JJ)",2,3551
"ADJP(CONJP,JJ,PP)",2,3552
"NP(SBAR,NP,PP)",2,3553
